congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
112,Senate,66,2011-05-04,1,66,51,44,0.009,-0.163,0.645,-0.785,-0.257,PN32,Nomination Confirmed,"John J. McConnell, Jr., of Rhode Island, to be United States District Judge for the District of Rhode Island",On the Nomination,
112,Senate,67,2011-05-09,1,67,51,40,0.056,-0.46,0.258,0.029,-10.533,PN49,Cloture Motion Rejected,"James Michael Cole, of the District of Columbia, to be Deputy Attorney General (Recess Appointment)",On the Cloture Motion,
112,Senate,68,2011-05-10,1,68,57,42,0.204,-0.384,0.739,0.098,-1.877,PN16,Nomination Confirmed,"Edward Milton Chen, of California, to be United States District Judge for the Northern District of California",On the Nomination,
112,Senate,69,2011-05-11,1,69,97,0,0.0,0.0,0.0,0.0,0.0,PN9,Nomination Confirmed,"Arenda L. Wright Allen, of Virginia, to be United States District Judge for the Eastern District of Virginia",On the Nomination,
112,Senate,70,2011-05-12,1,70,95,0,0.0,0.0,0.0,0.0,0.0,PN41,Nomination Confirmed,"Michael Francis Urbanski, of Virginia, to be United States District Judge for the Western District of Virginia",On the Nomination,
112,Senate,71,2011-05-17,1,71,72,28,0.076,0.782,0.491,1.091,-14.967,PN8,Nomination Confirmed,"Susan L. Carney, of Connecticut, to be United States Circuit Judge for the Second Circuit",On the Nomination,
112,Senate,72,2011-05-17,1,72,53,48,0.193,-0.79,0.58,0.815,-8.518,S940,Motion to Proceed Rejected,"A bill to reduce the Federal budget deficit by closing big oil tax loopholes, and for other purposes.",On the Motion to Proceed,
112,Senate,73,2011-05-18,1,73,42,57,-0.233,-0.973,-0.266,0.529,-17.535,S953,Motion to Proceed Rejected,"A bill to authorize the conduct of certain lease sales in the Outer Continental Shelf, to amend the Outer Continental Shelf Lands Act to modify the requirements for exploration, and for other purposes.",On the Motion to Proceed,
112,Senate,74,2011-05-19,1,74,53,43,-0.044,0.884,0.885,0.372,-5.388,PN3,Cloture Motion Rejected,"Goodwin Liu, of California, to be United States Circuit Judge for the Ninth Circuit",On the Cloture Motion,
112,Senate,75,2011-05-23,1,75,74,8,0.935,-0.321,0.415,-2.637,-24.601,S1038,Cloture on the Motion to Proceed Agreed to,"A bill to extend the expiring provisions of the USA PATRIOT Improvement and Reauthorization Act of 2005 and the Intelligence Reform and Terrorism Prevention Act of 2004 until June 1, 2015, and for other purposes.",On Cloture on the Motion to Proceed,
112,Senate,76,2011-05-24,1,76,74,13,-0.81,-0.587,-1.479,-3.414,-32.309,S1038,Motion to Table Agreed to,"A bill to extend the expiring provisions of the USA PATRIOT Improvement and Reauthorization Act of 2005 and the Intelligence Reform and Terrorism Prevention Act of 2004 until June 1, 2015, and for other purposes.",On the Motion to Table,
112,Senate,77,2011-05-25,1,77,40,57,-0.036,0.999,-0.36,-0.36,-8.862,HCONRES34,Motion to Proceed Rejected,A concurrent resolution establishing the budget for the United States Government for fiscal year 2012 and setting forth appropriate budgetary levels for fiscal years 2013 through 2021.,On the Motion to Proceed,
112,Senate,78,2011-05-25,1,78,0,97,0.0,0.0,0.0,0.0,0.0,SCONRES18,Motion to Proceed Rejected,"A concurrent resolution setting forth the President's budget request for the United States Government for fiscal year 2012, and setting forth the appropriate budgetary levels for fiscal years 2013 through 2021.",On the Motion to Proceed,
112,Senate,79,2011-05-25,1,79,42,55,0.165,-0.118,-0.74,-0.061,-1.415,SCONRES21,Motion to Proceed Rejected,A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2012 and setting forth the appropriate budgetary levels for fiscal years 2013 through 2021.,On the Motion to Proceed,
112,Senate,80,2011-05-25,1,80,7,90,0.694,-0.715,-1.44,0.095,-13.633,SCONRES20,Motion to Proceed Rejected,A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2012 and setting forth the appropriate budgetary levels for fiscal years 2013 through 2016.,On the Motion to Proceed,
112,Senate,81,2011-05-26,1,81,79,18,-0.849,-0.436,-1.414,-3.487,-39.74,S990,Cloture Motion Agreed to,"A bill to provide for an additional temporary extension of programs under the Small Business Act and the Small Business Investment Act of 1958, and for other purposes.",On the Cloture Motion,
112,Senate,82,2011-05-26,1,82,85,10,0.766,-0.576,0.199,0.16,-25.126,S990,Motion to Table Agreed to,To clarify that the authority to obtain information under the USA PATRIOT Act and subsequent reauthorizations does not include authority to obtain certain firearms records.,On the Motion to Table,
112,Senate,83,2011-05-26,1,83,91,4,0.72,-0.195,0.414,-1.071,-5.217,S990,Motion to Table Agreed to,"To limit suspicious activity reporting requirements to requests from law enforcement agencies, and for other purposes.",On the Motion to Table,
112,Senate,84,2011-05-26,1,84,73,23,-0.551,0.544,-0.187,-0.294,-40.427,S990,Motion Agreed to,"A bill to provide for an additional temporary extension of programs under the Small Business Act and the Small Business Investment Act of 1958, and for other purposes.",On the Motion,
112,Senate,85,2011-06-06,1,85,73,16,0.14,0.99,0.232,0.503,-21.084,PN97,Nomination Confirmed,"Donald B. Verrilli, Jr., of the District of Columbia, to be Solicitor General of the United States",On the Nomination,
112,Senate,86,2011-06-08,1,86,54,45,-0.346,0.617,-0.098,-0.182,-55.559,S782,Amendment Rejected,"To improve the regulatory structure for electronic debit card transactions, and for other purposes.",On the Amendment,
112,Senate,87,2011-06-09,1,87,53,46,-0.136,0.088,-1.029,0.113,-12.625,S782,Amendment Rejected,"To reform the regulatory process to ensure that small businesses are free to compete and to create jobs, and for other purposes.",On the Amendment,
112,Senate,88,2011-06-14,1,88,99,0,0.0,0.0,0.0,0.0,0.0,PN15,Nomination Confirmed,"Claire C. Cecchi, of New Jersey, to be United States District Judge for the District of New Jersey",On the Nomination,
112,Senate,89,2011-06-14,1,89,40,59,0.079,-0.787,-0.123,0.097,-42.233,S782,Cloture Motion Rejected,To repeal the Volumetric Ethanol Excise Tax Credit.,On the Cloture Motion,
112,Senate,90,2011-06-16,1,90,73,27,0.077,0.871,-0.001,0.182,-58.674,S782,Amendment Agreed to,To repeal the Volumetric Ethanol Excise Tax Credit.,On the Amendment,
112,Senate,91,2011-06-16,1,91,41,59,0.217,0.142,-0.128,0.1,-39.52,S782,Amendment Rejected,To prohibit the use of Federal funds to construct ethanol blender pumps or ethanol storage facilities.,On the Amendment,
112,Senate,92,2011-06-21,1,92,65,35,-0.048,0.876,0.634,1.29,-12.563,PN39,Nomination Confirmed,"Michael H. Simon, of Oregon, to be United States District Judge for the District of Oregon",On the Nomination,
112,Senate,93,2011-06-21,1,93,101,0,0.0,0.0,0.0,0.0,0.0,PN598,Nomination Confirmed,"Leon E. Panetta, of California, to be Secretary of Defense",On the Nomination,
112,Senate,94,2011-06-21,1,94,49,51,-0.152,-0.705,1.039,-0.456,-10.86,S782,Cloture Motion Rejected,"A bill to amend the Public Works and Economic Development Act of 1965 to reauthorize that Act, and for other purposes.",On the Cloture Motion,
112,Senate,95,2011-06-23,1,95,47,51,-0.069,0.24,-0.742,-0.245,-1.56,S679,Amendment Rejected,To end the appointments of presidential Czars who have not been subject to the advice and consent of the Senate and to prohibit funds for any salaries and expenses for appointed Czars.,On the Amendment,
112,Senate,96,2011-06-23,1,96,41,57,0.065,0.998,-0.321,-0.139,-11.737,S679,Amendment Rejected,"To strike the provision relating to the Director, Bureau of Justice Statistics.",On the Amendment,
112,Senate,97,2011-06-28,1,97,56,42,0.212,0.965,1.324,-0.259,-14.503,PN49,Nomination Confirmed,"James Michael Cole, of the District of Columbia, to be Deputy Attorney General (Recess Appointment)",On the Nomination,
112,Senate,98,2011-06-28,1,98,44,40,0.018,-0.384,0.591,-1.119,-4.522,S679,Motion Agreed to,A bill to reduce the number of executive positions subject to Senate confirmation.,On the Motion,
112,Senate,99,2011-06-29,1,99,44,55,0.116,0.022,-0.23,-0.062,-14.51,S679,Amendment Rejected,"To repeal the authority to provide certain loans to the International Monetary Fund, the increase in the United States quota to the Fund, and certain other related authorities, and to rescind related appropriated amounts.",On the Amendment,
112,Senate,100,2011-06-29,1,100,25,74,-0.01,1.0,-0.122,-0.294,-36.749,S679,Amendment Rejected,To enhance accountability and transparency among various Executive agencies.,On the Amendment,
112,Senate,101,2011-06-29,1,101,79,20,0.492,0.1,1.529,-0.091,-26.149,S679,Bill Passed,A bill to reduce the number of executive positions subject to Senate confirmation.,On Passage of the Bill,
112,Senate,102,2011-06-29,1,102,63,34,-0.226,-0.014,-1.32,-0.09,-28.229,SRES116,Amendment Rejected,To prevent the creation of duplicative and overlapping Federal programs.,On the Amendment,
112,Senate,103,2011-06-29,1,103,89,8,0.734,0.333,1.613,-0.011,-17.033,SRES116,Resolution Agreed to,A resolution to provide for expedited Senate consideration of certain nominations subject to advice and consent.,On the Resolution,
112,Senate,104,2011-06-30,1,104,95,0,0.0,0.0,0.0,0.0,0.0,PN604,Nomination Confirmed,"David H. Petraeus, of New Hampshire, to be Director of the Central Intelligence Agency",On the Nomination,
112,Senate,105,2011-07-05,1,105,83,8,0.451,0.879,0.203,0.272,-17.808,S1323,Motion Agreed to,A bill to express the sense of the Senate on shared sacrifice in resolving the budget deficit.,On the Motion,
112,Senate,106,2011-07-07,1,106,74,22,0.504,-0.864,0.249,0.098,-25.762,S1323,Cloture on the Motion to Proceed Agreed to,A bill to express the sense of the Senate on shared sacrifice in resolving the budget deficit.,On Cloture on the Motion to Proceed,
112,Senate,107,2011-07-11,1,107,69,27,-0.058,0.998,0.187,0.42,-26.952,S1323,Motion to Proceed Agreed to,A bill to express the sense of the Senate on shared sacrifice in resolving the budget deficit.,On the Motion to Proceed,
112,Senate,108,2011-07-13,1,108,51,49,-0.055,-0.023,0.698,0.33,-4.556,S1323,Cloture Motion Rejected,A bill to express the sense of the Senate on shared sacrifice in resolving the budget deficit.,On the Cloture Motion,
112,Senate,109,2011-07-13,1,109,89,11,0.705,0.675,1.353,-0.888,-18.293,HR2055,Cloture on the Motion to Proceed Agreed to,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2012, and for other purposes.",On Cloture on the Motion to Proceed,
112,Senate,110,2011-07-14,1,110,71,26,0.453,0.689,0.73,-0.351,-16.837,HR2055,Cloture Motion Agreed to,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2012, and for other purposes.",On the Cloture Motion,
112,Senate,111,2011-07-14,1,111,56,40,0.242,0.736,1.139,-0.674,-7.391,HR2055,Motion Agreed to,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2012, and for other purposes.",On the Motion,
112,Senate,112,2011-07-18,1,112,81,13,-0.112,0.994,0.144,0.652,-22.984,PN93,Nomination Confirmed,"J. Paul Oetken, of New York, to be United States District Judge for the Southern District of New York",On the Nomination,
112,Senate,113,2011-07-20,1,113,69,30,0.361,0.932,1.389,-0.137,-23.402,HR2055,Motion to Table Agreed to,To provide that none of the funds appropriated or otherwise made available by this Act may be obligated or expended at a rate higher than the level of the Senate and House of Representative concurrent budget resolution for fiscal year 2012.,On the Motion to Table,
112,Senate,114,2011-07-20,1,114,69,30,0.234,-0.972,0.23,-0.15,-26.76,HR2055,Motion to Table Agreed to,To require evidence of causal relationships for presumptions by the Secretary of Veterans Affairs of service connection for diseases associated with exposure to certain herbicide agents.,On the Motion to Table,
112,Senate,115,2011-07-20,1,115,97,2,0.0,0.0,0.0,0.0,0.0,HR2055,Bill Passed,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2012, and for other purposes.",On Passage of the Bill,
112,Senate,116,2011-07-22,1,116,52,46,0.007,-0.168,0.647,-0.781,-0.256,HR2560,Motion to Table Agreed to,"A bill to cut, cap, and balance the Federal budget.",On the Motion to Table,
112,Senate,117,2011-07-26,1,117,99,0,0.0,0.0,0.0,0.0,0.0,PN157,Nomination Confirmed,"Paul A. Engelmayer, of New York, to be United States District Judge for the Southern District of New York",On the Nomination,
112,Senate,118,2011-07-27,1,118,101,0,0.0,0.0,0.0,0.0,0.0,PN847,Nomination Confirmed,"Robert S. Mueller, III, of California, to be Director of the Federal Bureau of Investigation for a term expiring September 4, 2013",On the Nomination,
112,Senate,119,2011-07-29,1,119,76,23,0.452,0.387,1.358,-0.277,-23.282,S1323,Motion Agreed to,A bill to express the sense of the Senate on shared sacrifice in resolving the budget deficit.,On the Motion,
112,Senate,120,2011-07-29,1,120,60,41,-0.034,0.999,0.196,0.181,-26.08,S627,Motion to Table Agreed to,A bill to establish the Commission on Freedom of Information Act Processing Delays.,On the Motion to Table,
112,Senate,121,2011-07-30,1,121,75,20,0.345,0.939,0.22,0.147,-26.617,S627,Motion Agreed to,A bill to establish the Commission on Freedom of Information Act Processing Delays.,On the Motion,
112,Senate,122,2011-07-31,1,122,50,49,0.086,-0.996,0.273,0.159,-15.675,S627,Cloture Motion Rejected,A bill to establish the Commission on Freedom of Information Act Processing Delays.,On the Cloture Motion,
112,Senate,123,2011-08-02,1,123,75,26,0.609,0.337,0.124,-0.177,-44.832,S365,Motion Agreed to,An act to provide for budget control.,On the Motion,
112,Senate,124,2011-09-06,1,124,97,2,0.0,0.0,0.0,0.0,0.0,PN7,Nomination Confirmed,"Bernice Bouie Donald, of Tennessee, to be United States Circuit Judge for the Sixth Circuit",On the Nomination,
112,Senate,125,2011-09-06,1,125,93,5,0.633,-0.321,0.697,-0.542,-2.935,HR1249,Cloture Motion Agreed to,"A bill to amend title 35, United States Code, to provide for patent reform.",On the Cloture Motion,
112,Senate,126,2011-09-08,1,126,47,51,0.226,-0.593,-0.098,-0.135,-47.784,HR1249,Amendment Rejected,To strike the provision relating to the calculation of the 60-day period for application of patent term extension.,On the Amendment,
112,Senate,127,2011-09-08,1,127,13,85,0.785,-0.615,-0.137,-0.002,-33.126,HR1249,Amendment Rejected,To establish a transitional program for covered business method patents.,On the Amendment,
112,Senate,128,2011-09-08,1,128,50,48,0.039,-0.299,0.103,-0.01,-46.378,HR1249,Motion to Table Agreed to,"To amend the provision relating to funding the Patent and Trademark Office by establishing a United States Patent and Trademark Office Public Enterprise Fund, and for other purposes.",On the Motion to Table,
112,Senate,129,2011-09-08,1,129,90,9,0.881,0.473,0.278,-0.518,-18.674,HR1249,Bill Passed,"A bill to amend title 35, United States Code, to provide for patent reform.",On Passage of the Bill,
112,Senate,130,2011-09-08,1,130,45,53,-0.035,0.999,-1.105,-0.561,-8.581,SJRES25,Motion to Proceed Rejected,"A joint resolution relating to the disapproval of the President's exercise of authority to increase the debt limit, as submitted under section 3101A of title 31, United States Code, on August 2, 2011.",On the Motion to Proceed,
112,Senate,131,2011-09-12,1,131,53,33,0.227,0.804,1.228,0.12,-11.485,HJRES66,Cloture Motion Rejected,A joint resolution approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003.,On the Cloture Motion,
112,Senate,132,2011-09-13,1,132,61,38,0.202,-0.372,0.216,-0.125,-20.48,HJRES66,Cloture on the Motion to Proceed Agreed to,A joint resolution approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003.,On Cloture on the Motion to Proceed,
112,Senate,133,2011-09-15,1,133,54,45,-0.163,-0.055,-0.74,0.12,-11.057,HJRES66,Amendment Rejected,"To save at least $7,000,000,000 by consolidating some duplicative and overlapping Government programs.",On the Amendment,
112,Senate,134,2011-09-15,1,134,20,78,0.616,-0.774,-0.26,-0.259,-25.483,HJRES66,Amendment Rejected,To offset the disaster relief appropriations by rescinding amounts for foreign assistance programs.,On the Amendment,
112,Senate,135,2011-09-15,1,135,62,37,0.267,-0.134,0.2,-0.036,-23.718,HJRES66,Amendment Agreed to,In the nature of a substitute.,On the Amendment,
112,Senate,136,2011-09-15,1,136,14,84,0.529,0.015,-1.027,1.21,-16.675,HR2887,Amendment Rejected,To limit the amount authorized to be expended from the Highway Trust Fund in any fiscal year to the amount anticipated to be deposited into the Highway Trust Fund in that fiscal year.,On the Amendment,
112,Senate,137,2011-09-15,1,137,36,61,0.351,0.645,-0.755,0.265,-10.387,HR2887,Amendment Rejected,To decrease the authorizations of appropriations for the Federal Aviation Administration to fiscal year 2008 levels.,On the Amendment,
112,Senate,138,2011-09-15,1,138,92,6,0.605,-0.27,0.693,-0.714,-2.375,HR2887,Bill Passed,"A bill to provide an extension of surface and air transportation programs, and for other purposes.",On Passage of the Bill,
112,Senate,139,2011-09-19,1,139,84,8,0.667,0.672,1.46,-0.141,-14.236,HR2832,Cloture Motion Agreed to,"A bill to extend the Generalized System of Preferences, and for other purposes.",On the Cloture Motion,
112,Senate,140,2011-09-20,1,140,100,0,0.0,0.0,0.0,0.0,0.0,PN260,Nomination Confirmed,"Timothy M. Cain, of South Carolina, to be United States District Judge for the District of South Carolina",On the Nomination,
112,Senate,141,2011-09-20,1,141,45,55,-0.091,0.996,-0.256,-0.21,-17.976,HR2832,Amendment Rejected,To provide trade promotion authority for the Trans-Pacific Partnership Agreement and for other trade agreements.,On the Amendment,
112,Senate,142,2011-09-21,1,142,44,54,0.104,0.09,-0.726,-0.2,-1.837,HR2832,Amendment Rejected,"To make the effective date of the amendments expanding the trade adjustment assistance program contingent on the enactment of the United States-Korea Free Trade Agreement Implementation Act, the United States-Columbia Trade Promotion Agreement Implementation Act, and the United States-Panama Trade Promotion Agreement Implementation Act.",On the Amendment,
112,Senate,143,2011-09-21,1,143,46,53,0.094,0.098,-0.713,0.184,-1.723,HR2832,Amendment Rejected,To extend the trade adjustment assistance as in effect before the enactment of the Trade and Globalization Adjustment Assistance of 2009.,On the Amendment,
112,Senate,144,2011-09-21,1,144,40,57,0.181,0.542,-1.193,-0.207,-9.327,HR2832,Amendment Rejected,To modify the eligibility requirements for trade adjustment assistance.,On the Amendment,
112,Senate,145,2011-09-21,1,145,43,54,0.093,0.158,-0.222,-0.011,-14.629,HR2832,Amendment Rejected,To repeal trade adjustment assistance for firms.,On the Amendment,
112,Senate,146,2011-09-22,1,146,34,62,0.129,-0.839,-0.289,0.261,-17.766,HR2832,Amendment Rejected,"To limit eligibility for trade adjustment assistance to workers who are laid off because of an increase in imports from, or a shift in production to, a country with which the United States has a free trade agreement in effect.",On the Amendment,
112,Senate,147,2011-09-22,1,147,44,52,-0.053,-0.153,-0.597,1.044,-2.937,HR2832,Amendment Rejected,To require a report on the consequences of failing to act on trade agreements.,On the Amendment,
112,Senate,148,2011-09-22,1,148,48,48,0.019,0.678,-1.216,0.865,-17.787,HR2832,Amendment Rejected,To provide Taiwan with critically needed United States-built multirole fighter aircraft to strengthen its self-defense capability against the increasing military threat from China.,On the Amendment,
112,Senate,149,2011-09-22,1,149,69,28,0.516,0.628,0.829,-1.115,-18.005,HR2832,Amendment Agreed to,To extend and modify trade adjustment assistance.,On the Amendment,
112,Senate,150,2011-09-22,1,150,71,27,0.453,0.614,1.078,-0.773,-19.412,HR2832,Bill Passed,"A bill to extend the Generalized System of Preferences, and for other purposes.",On Passage of the Bill,
112,Senate,151,2011-09-23,1,151,59,36,-0.253,-0.968,0.171,-0.361,-28.934,HR2608,Motion to Table Agreed to,To provide continuing appropriations in fiscal year 2011 and additional appropriations for disaster relief in fiscal years 2011 and 2012.,On the Motion to Table,
112,Senate,152,2011-09-26,1,152,54,35,0.194,-0.376,0.734,0.194,-0.791,HR2608,Cloture Motion Rejected,"Making continuing appropriations for fiscal year 2012, and for other purposes.",On the Cloture Motion,
112,Senate,153,2011-09-26,1,153,79,12,0.471,-0.416,1.161,-0.846,-15.3,HR2608,Motion Agreed to,"Making continuing appropriations for fiscal year 2012, and for other purposes.",On the Motion,
112,Senate,154,2011-10-03,1,154,97,0,0.0,0.0,0.0,0.0,0.0,PN90,Nomination Confirmed,"Henry F. Floyd, of South Carolina, to be United States Circuit Judge for the Fourth Circuit",On the Nomination,
112,Senate,155,2011-10-03,1,155,79,19,0.644,0.124,0.188,-0.599,-29.613,S1619,Cloture Motion Agreed to,"A bill to provide for identification of misaligned currency, require action to correct the misalignment, and for other purposes.",On the Cloture Motion,
112,Senate,156,2011-10-06,1,156,62,38,0.252,-0.006,0.154,-0.226,-32.651,S1619,Cloture Motion Agreed to,"A bill to provide for identification of misaligned currency, require action to correct the misalignment, and for other purposes.",On the Cloture Motion,
112,Senate,157,2011-10-06,1,157,48,51,-0.027,0.151,-0.735,0.015,-1.57,S1619,Decision of Chair Not Sustained,"A bill to provide for identification of misaligned currency, require action to correct the misalignment, and for other purposes.",On the Decision of the Chair,
112,Senate,158,2011-10-11,1,158,99,0,0.0,0.0,0.0,0.0,0.0,PN350,Nomination Confirmed,"Jane Margaret Triche-Milazzo, of Louisiana, to be United States District Judge for the Eastern District of Louisiana",On the Nomination,
112,Senate,159,2011-10-11,1,159,63,35,0.321,0.03,0.13,-0.333,-39.985,S1619,Bill Passed,"A bill to provide for identification of misaligned currency, require action to correct the misalignment, and for other purposes.",On Passage of the Bill,
112,Senate,160,2011-10-11,1,160,51,49,-0.009,-1.0,0.933,0.31,-8.948,S1660,Cloture Motion Rejected,"A bill to provide tax relief for American workers and businesses, to put workers back on the job while rebuilding and modernizing America, and to provide pathways back to work for Americans looking for jobs.",On the Cloture Motion,
112,Senate,161,2011-10-12,1,161,84,15,-0.228,0.974,-0.159,0.202,-34.505,HR3080,Bill Passed,A bill to implement the United States-Korea Free Trade Agreement.,On Passage of the Bill,
112,Senate,162,2011-10-12,1,162,78,22,-0.368,-0.249,-0.442,0.549,-27.815,HR3079,Bill Passed,A bill to implement the United States-Panama Trade Promotion Agreement.,On Passage of the Bill,
112,Senate,163,2011-10-12,1,163,67,33,-0.258,0.966,-0.221,-0.021,-37.927,HR3078,Bill Passed,A bill to implement the United States-Colombia Trade Promotion Agreement.,On Passage of the Bill,
112,Senate,164,2011-10-13,1,164,49,44,0.023,-0.062,0.659,-0.764,-0.219,PN375,Nomination Confirmed,"Alison J. Nathan, of New York, to be United States District Judge for the Southern District of New York",On the Nomination,
112,Senate,165,2011-10-13,1,165,84,8,0.417,-0.909,0.195,-0.331,-16.705,PN399,Nomination Confirmed,"Susan Owens Hickey, of Arkansas, to be United States District Judge for the Western District of Arkansas",On the Nomination,
112,Senate,166,2011-10-17,1,166,83,3,0.951,0.285,1.562,1.793,-8.482,PN11,Nomination Confirmed,"Cathy Bissoon, of Pennsylvania, to be United States District Judge for the Western District of Pennsylvania",On the Nomination,
112,Senate,167,2011-10-18,1,167,99,0,0.0,0.0,0.0,0.0,0.0,HR2112,Amendment Agreed to,"To prohibit funding for Operation Fast and Furious or similar ""gun walking"" programs.",On the Amendment,
112,Senate,168,2011-10-18,1,168,44,55,0.131,-0.227,-1.353,-0.429,-10.964,HR2112,Amendment Rejected,To eliminate funding for the trade adjustment assistance for firms program.,On the Amendment,
112,Senate,169,2011-10-19,1,169,83,17,0.364,0.514,0.303,0.511,-20.074,PN30,Nomination Confirmed,"Robert David Mariani, of Pennsylvania, to be United States District Judge for the Middle District of Pennsylvania",On the Nomination,
112,Senate,170,2011-10-19,1,170,59,39,0.192,-0.749,0.165,-0.009,-30.595,HR2112,Motion to Table Agreed to,"To ensure that the critical surface transportation needs of the United States are made a priority by prohibiting funds from being used on lower-priority projects, such as transportation museums and landscaping.",On the Motion to Table,
112,Senate,171,2011-10-20,1,171,65,36,0.095,0.995,0.227,0.197,-23.377,PN154,Nomination Confirmed,"Heather A. Higginbottom, of the District of Columbia, to be Deputy Director of the Office of Management and Budget",On the Nomination,
112,Senate,172,2011-10-20,1,172,45,55,-0.198,0.226,0.038,0.016,-65.703,HR2112,Amendment Rejected,To prohibit the Food and Drug Administration from preventing an individual not in the business of importing a prescription drug from importing an FDA-approved prescription drug from Canada.,On the Amendment,
112,Senate,173,2011-10-20,1,173,57,43,0.271,0.883,0.362,-0.17,-10.606,HR2112,Amendment Rejected,To establish the National Criminal Justice Commission.,On the Amendment,
112,Senate,174,2011-10-20,1,174,55,44,0.181,0.169,0.201,-0.236,-19.849,HR2112,Amendment Rejected,"To prohibit amounts appropriated under this Act to carry out parts A and B of subtitle V of title 49, United States Code, from being expended unless all the steel, iron, and manufactured products used in the project are produced in the United States.",On the Amendment,
112,Senate,175,2011-10-20,1,175,46,54,0.07,0.023,-1.255,-0.192,-6.776,HR2112,Amendment Rejected,To ensure accountability in Federal grant programs administered by the Department of Justice.,On the Amendment,
112,Senate,176,2011-10-20,1,176,75,26,0.419,-0.032,0.95,1.346,-18.523,PN677,Nomination Confirmed,"John Edgar Bryson, of California, to be Secretary of Commerce",On the Nomination,
112,Senate,177,2011-10-20,1,177,51,50,-0.107,-0.155,0.85,-0.198,-7.7,S1723,Cloture on the Motion to Proceed Rejected,A bill to provide for teacher and first responder stabilization.,On Cloture on the Motion to Proceed,
112,Senate,178,2011-10-20,1,178,57,44,-0.156,-0.067,-1.29,-0.261,-20.96,S1726,Cloture on the Motion to Proceed Rejected,A bill to repeal the imposition of withholding on certain payments made to vendors by government entities.,On Cloture on the Motion to Proceed,
112,Senate,179,2011-10-20,1,179,41,57,0.129,-0.348,-0.229,0.24,-16.849,HR2112,Amendment Rejected,To reestablish the maximum aggregate amount permitted to be provided by the taxpayers to Fannie Mae and Freddie Mac.,On the Amendment,
112,Senate,180,2011-10-20,1,180,60,38,0.277,0.274,0.244,-0.111,-18.894,HR2112,Amendment Agreed to,"To extend loan limits for programs of the government-sponsored enterprises, the Federal Housing Administration, and the Veterans Affairs Administration, and for other purposes.",On the Amendment,
112,Senate,181,2011-10-20,1,181,58,41,0.388,0.689,0.345,-0.436,-15.724,HR2112,Amendment Agreed to,To increase funding for the emergency conservation program and the emergency watershed protection program.,On the Amendment,
112,Senate,182,2011-10-20,1,182,41,58,0.073,0.558,-0.228,-0.195,-17.183,HR2112,Amendment Rejected,To prohibit the use of funds to allow categorical eligibility for the supplemental nutrition assistance program.,On the Amendment,
112,Senate,183,2011-10-21,1,183,84,15,0.684,0.107,0.108,0.605,-41.323,HR2112,Amendment Agreed to,"To prohibit the use of funds to provide direct payments to persons or legal entities with an average adjusted gross income in excess of $1,000,000.",On the Amendment,
112,Senate,184,2011-10-21,1,184,59,40,-0.196,0.129,-1.264,-1.104,-23.239,HR2112,Amendment Rejected,To end payments to landlords who are endangering the lives of children and needy families.,On the Amendment,
112,Senate,185,2011-10-21,1,185,73,26,-0.236,0.511,-1.31,0.889,-32.637,HR2112,Amendment Agreed to,To end lending schemes that force taxpayers to repay the loans of delinquent developers and bailout failed or poorly planned local projects.,On the Amendment,
112,Senate,186,2011-10-21,1,186,47,52,-0.128,0.992,-0.305,-0.23,-13.181,HR2112,Amendment Rejected,To prohibit the use of funds for the prosecution of enemy combatants in Article III courts of the United States.,On the Amendment,
112,Senate,187,2011-10-21,1,187,82,16,0.498,-0.005,1.132,-0.765,-18.543,HR2112,Cloture Motion Agreed to,In the nature of a substitute.,On the Cloture Motion,
112,Senate,188,2011-10-31,1,188,89,0,0.0,0.0,0.0,0.0,0.0,PN511,Nomination Confirmed,"Stephen A. Higginson, of Louisiana, to be United States Circuit Judge for the Fifth Circuit",On the Nomination,
112,Senate,189,2011-11-01,1,189,13,85,0.495,-0.235,-0.264,0.431,-17.227,HR2112,Amendment Rejected,To reduce funding for the Rural Development Agency.,On the Amendment,
112,Senate,190,2011-11-01,1,190,38,60,0.234,-0.971,-1.218,-0.015,-13.029,HR2112,Amendment Rejected,To reallocate 10 percent of the amounts appropriated for capital investments in surface transportation infrastructure from transportation enhancement activities to the highway bridge program.,On the Amendment,
112,Senate,191,2011-11-01,1,191,44,54,-0.01,0.435,-0.685,-0.526,-4.067,HR2112,Amendment Rejected,To prohibit the use of funds to implement regulations regarding the removal of essential-use designation for epinephrine used in oral pressurized metered-dose inhalers.,On the Amendment,
